Año,Municipio,rango tamaño predial,cantidad de predios,área (Ha),cantidad de propietarios,área(Ha)/propetario
2020,Cotorra,D1.Mayor a 20 ha - hasta 50 ha,50,1300.4742999999987,98,13.270145918367334
2020,Cotorra,D2.Mayor a 50 ha - hasta 100 ha,12,852.25849999999991,32,26.633078124999997
2020,Cotorra,D3.Mayor a 100 ha - hasta 200 ha,6,673.11129999999901,14,48.079378571428499
2020,Lorica,"A1.Hasta 0,5 ha",2453,425.14310000000035,2645,0.16073463137996233
2020,Lorica,"A2.Mayor a 0,5 ha - hasta 1 ha",668,554.21319999999946,760,0.72922789473684135
2020,Lorica,"A3.Mayor a 1 ha - hasta 2,5 ha",1395,2583.2984000000024,1631,1.5838739423666477
2020,Lorica,"A4.Mayor a 2,5 ha - hasta 3 ha",356,1024.4997999999996,435,2.3551719540229876
2020,Lorica,B1.Mayor a 3 ha - hasta 5 ha,1190,4902.3921,1561,3.1405458680333118
2020,Lorica,B2.Mayor a 5 ha - hasta 10 ha,1813,12936.671899999998,2418,5.350153804797352
2020,Lorica,C1.Mayor a 10 ha - hasta 20 ha,1262,17210.388299999966,1800,9.5613268333333146
2020,Lorica,D1.Mayor a 20 ha - hasta 50 ha,687,20141.400700000002,1058,19.037240737240076
2020,Lorica,D2.Mayor a 50 ha - hasta 100 ha,169,11239.127099999992,274,41.018712043795595
2020,Lorica,D3.Mayor a 100 ha - hasta 200 ha,65,8534.591699999979,103,82.860113592232807
2020,Lorica,E1.Mayor a 200 ha - hasta 500 ha,27,7777.8434999999909,37,210.21198648648624
2020,Lorica,E2.Mayor a 500 ha - hasta 1000 ha,5,3449.6126999999992,10,344.9612699999999
2020,Momil,"A1.Hasta 0,5 ha",328,53.061499999999995,359,0.14780362116991641
2020,Momil,"A2.Mayor a 0,5 ha - hasta 1 ha",57,63.546499999999988,60,1.0591083333333331
2020,Momil,"A3.Mayor a 1 ha - hasta 2,5 ha",194,426.04340000000008,212,2.0096386792452834
2020,Momil,"A4.Mayor a 2,5 ha - hasta 3 ha",58,170.12729999999999,63,2.7004333333333332
2020,Momil,B1.Mayor a 3 ha - hasta 5 ha,187,768.375,236,3.2558262711864407
2020,Momil,B2.Mayor a 5 ha - hasta 10 ha,213,1519.6686999999988,269,5.6493260223048285
2020,Momil,C1.Mayor a 10 ha - hasta 20 ha,144,2011.6935999999964,229,8.7846882096069709
2020,Momil,D1.Mayor a 20 ha - hasta 50 ha,106,3133.5577999999964,181,17.312474033149151
2020,Momil,D2.Mayor a 50 ha - hasta 100 ha,34,2246.6147999999998,44,51.05942727272727
2020,Momil,D3.Mayor a 100 ha - hasta 200 ha,10,1583.8531999999982,18,87.99184444444434
2020,Momil,E1.Mayor a 200 ha - hasta 500 ha,4,809.26769999999806,6,134.87794999999969
2020,Momil,E4.Mayor a 2000 ha - hasta 5000 ha,1,1920,1,1920
